,,Raigarh,India,21.70N,83.94E
2004-12-01,26.528000000000002,0.424,Rajapalaiyam,India,8.84N,77.03E
2005-01-01,26.994,0.23399999999999999,Rajapalaiyam,India,8.84N,77.03E
2005-02-01,28.011,0.384,Rajapalaiyam,India,8.84N,77.03E
2005-03-01,29.232000000000006,0.17300000000000001,Rajapalaiyam,India,8.84N,77.03E
2005-04-01,28.474,0.275,Rajapalaiyam,India,8.84N,77.03E
2005-05-01,28.554000000000002,0.272,Rajapalaiyam,India,8.84N,77.03E
2005-06-01,26.397,0.235,Rajapalaiyam,India,8.84N,77.03E
2005-07-01,25.590999999999998,0.23399999999999999,Rajapalaiyam,India,8.84N,77.03E
2005-08-01,26.411,0.205,Rajapalaiyam,India,8.84N,77.03E
2005-09-01,26.206999999999997,0.263,Rajapalaiyam,India,8.84N,77.03E
2005-10-01,26.42,0.26,Rajapalaiyam,India,8.84N,77.03E
2005-11-01,25.989,0.22699999999999998,Rajapalaiyam,India,8.84N,77.03E
2005-12-01,26.221,0.201,Rajapalaiyam,India,8.84N,77.03E
2006-01-01,26.427,0.23399999999999999,Rajapalaiyam,India,8.84N,77.03E
2006-02-01,27.427,0.596,Rajapalaiyam,India,8.84N,77.03E
2006-03-01,28.851999999999997,0.374,Rajapalaiyam,India,8.84N,77.03E
2006-04-01,29.160999999999998,0.265,Rajapalaiyam,India,8.84N,77.03E
2006-05-01,27.924,0.456,Rajapalaiyam,India,8.84N,77.03E
2006-06-01,26.565,0.39,Rajapalaiyam,India,8.84N,77.03E
2006-07-01,25.846,0.39,Rajapalaiyam,India,8.84N,77.03E
2006-08-01,26.009,0.17300000000000001,Rajapalaiyam,India,8.84N,77.03E
2006-09-01,26.104,0.19,Rajapalaiyam,India,8.84N,77.03E
2006-10-01,26.000999999999998,0.303,Rajapalaiyam,India,8.84N,77.03E
2006-11-01,26.337,0.35,Rajapalaiyam,India,8.84N,77.03E
2006-12-01,26.573,0.239,Rajapalaiyam,India,8.84N,77.03E
2007-01-01,26.743000000000002,0.275,Rajapalaiyam,India,8.84N,77.03E
2007-02-01,27.434,0.233,Rajapalaiyam,India,8.84N,77.03E
2007-03-01,28.941000000000006,0.21100000000000002,Rajapalaiyam,India,8.84N,77.03E
2007-04-01,29.057,0.332,Rajapalaiyam,India,8.84N,77.03E
2007-05-01,28.526,0.37200000000000005,Rajapalaiyam,India,8.84N,77.03E
2007-06-01,26.283,0.309,Rajapalaiyam,India,8.84N,77.03E
2007-07-01,25.503,0.239,Rajapalaiyam,India,8.84N,77.03E
2007-08-01,25.869,0.366,Rajapalaiyam,India,8.84N,77.03E
2007-09-01,26.146,0.349,Rajapalaiyam,India,8.84N,77.03E
2007-10-01,26.226000000000006,0.21100000000000002,Rajapalaiyam,India,8.84N,77.03E
2007-11-01,26.557,0.171,Rajapalaiyam,India,8.84N,77.03E
2007-12-01,26.406999999999996,0.242,Rajapalaiyam,India,8.84N,77.03E
2008-01-01,26.689,0.217,Rajapalaiyam,India,8.84N,77.03E
2008-02-01,27.679000000000002,0.2,Rajapalaiyam,India,8.84N,77.03E
2008-03-01,27.611,0.322,Rajapalaiyam,India,8.84N,77.03E
2008-04-01,28.276,0.2,Rajapalaiyam,India,8.84N,77.03E
2008-05-01,28.156999999999996,0.467,Rajapalaiyam,India,8.84N,77.03E
2008-06-01,26.324,0.38299999999999995,Rajapalaiyam,India,8.84N,77.03E
2008-07-01,25.56,0.201,Rajapalaiyam,India,8.84N,77.03E
2008-08-01,25.976,0.376,Rajapalaiyam,India,8.84N,77.03E
2008-09-01,26.340999999999998,0.331,Rajapalaiyam,India,8.84N,77.03E
2008-10-01,26.449,0.19899999999999998,Rajapalaiyam,India,8.84N,77.03E
2008-11-01,26.695,0.307,Rajapalaiyam,India,8.84N,77.03E
2008-12-01,26.557,0.29,Rajapalaiyam,India,8.84N,77.03E
2009-01-01,26.638,0.295,Rajapalaiyam,India,8.84N,77.03E
2009-02-01,27.658,0.244,Rajapalaiyam,India,8.84N,77.03E
2009-03-01,28.96,0.218,Rajapalaiyam,India,8.84N,77.03E
2009-04-01,29.162000000000006,0.17,Rajapalaiyam,India,8.84N,77.03E
2009-05-01,28.545,0.6629999999999999,Rajapalaiyam,India,8.84N,77.03E
2009-06-01,26.51,0.322,Rajapalaiyam,India,8.84N,77.03E
2009-07-01,25.661,0.355,Rajapalaiyam,India,8.84N,77.03E
2009-08-01,26.308000000000003,0.29,Rajapalaiyam,India,8.84N,77.03E
2009-09-01,26.581,0.44799999999999995,Rajapalaiyam,India,8.84N,77.03E
2009-10-01,27.035,0.11800000000000001,Rajapalaiyam,India,8.84N,77.03E
2009-11-01,26.585,0.358,Rajapalaiyam,India,8.84N,77.03E
2009-12-01,27.041,0.44299999999999995,Rajapalaiyam,India,8.84N,77.03E
2010-01-01,27.015,0.307,Rajapalaiyam,India,8.84N,77.03E
2010-02-01,28.175,0.281,Rajapalaiyam,India,8.84N,77.03E
2010-03-01,29.666,0.37799999999999995,Rajapalaiyam,India,8.84N,77.03E
2010-04-01,29.500999999999998,0.396,Rajapalaiyam,India,8.84N,77.03E
2010-05-01,28.711,0.18100000000000002,Rajapalaiyam,India,8.84N,77.03E
2010-06-01,26.605,0.299,Rajapalaiyam,India,8.84N,77.03E
2010-07-01,25.702,0.253,Rajapalaiyam,India,8.84N,77.03E
2010-08-01,25.733,0.32799999999999996,Rajapalaiyam,India,8.84N,77.03E
2010-09-01,26.366999999999997,0.381,Rajapalaiyam,India,8.84N,77.03E
2010-10-01,26.273000000000003,0.308,Rajapalaiyam,India,8.84N,77.03E
2010-11-01,26.309,0.31,Rajapalaiyam,India,8.84N,77.03E
2010-12-01,25.96,0.331,Rajapalaiyam,India,8.84N,77.03E
2011-01-01,26.601999999999997,0.28,Rajapalaiyam,India,8.84N,77.03E
2011-02-01,27.296,0.245,Rajapalaiyam,India,8.84N,77.03E
2011-03-01,28.878,0.19,Rajapalaiyam,India,8.84N,77.03E
2011-04-01,28.489,0.245,Rajapalaiyam,India,8.84N,77.03E
2011-05-01,28.368000000000002,0.28,Rajapalaiyam,India,8.84N,77.03E
2011-06-01,26.493,0.441,Rajapalaiyam,India,8.84N,77.03E
2011-07-01,25.706,0.47200000000000003,Rajapalaiyam,India,8.84N,77.03E
2011-08-01,26.02,0.441,Rajapalaiyam,India,8.84N,77.03E
2011-09-01,26.570999999999998,0.37799999999999995,Rajapalaiyam,India,8.84N,77.03E
2011-10-01,27.028,0.41100000000000003,Rajapalaiyam,India,8.84N,77.03E
2011-11-01,26.601999999999997,0.304,Rajapalaiyam,India,8.84N,77.03E
2011-12-01,26.513,0.282,Rajapalaiyam,India,8.84N,77.03E
2012-01-01,26.395,0.42100000000000004,Rajapalaiyam,India,8.84N,77.03E
2012-02-01,27.856,0.24600000000000002,Rajapalaiyam,India,8.84N,77.03E
2012-03-01,29.043000000000006,0.179,Rajapalaiyam,India,8.84N,77.03E
2012-04-01,28.916,0.298,Rajapalaiyam,India,8.84N,77.03E
2012-05-01,28.489,0.4,Rajapalaiyam,India,8.84N,77.03E
2012-06-01,26.759,0.392,Rajapalaiyam,India,8.84N,77.03E
2012-07-01,26.401999999999997,0.499,Rajapalaiyam,India,8.84N,77.03E
2012-08-01,26.226999999999997,0.5379999999999999,Rajapalaiyam,India,8.84N,77.03E
2012-09-01,26.963,0.262,Rajapalaiyam,India,8.84N,77.03E
2012-10-01,26.795,0.428,Rajapalaiyam,India,8.84N,77.03E
2012-11-01,27.105,0.509,Rajapalaiyam,India,8.84N,77.03E
2012-12-01,26.986,0.47,Rajapalaiyam,India,8.84N,77.03E
2013-01-01,27.07,0.37200000000000005,Rajapalaiyam,India,8.84N,77.03E
2013-02-01,27.848000000000003,0.693,Rajapalaiyam,India,8.84N,77.03E
2013-03-01,29.111,0.584,Rajapalaiyam,India,8.84N,77.03E
2013-04-01,30.026,0.34299999999999997,Rajapalaiyam,India,8.84N,77.03E
2013-05-01,28.872,0.45799999999999996,Rajapalaiyam,India,8.84N,77.03E
2013-06-01,25.706999999999997,0.696,Rajapalaiyam,India,8.84N,77.03E
2013-07-01,25.478,0.484,Rajapalaiyam,India,8.84N,77.03E
2013-08-01,26.161,0.354,Rajapalaiyam,India,8.84N,77.03E
2013-09-01,,,Rajapalaiyam,India,8.84N,77.03E
1796-01-01,20.227999999999998,2.242,Rajkot,India,21.70N,70.10E
1796-02-01,22.101,1.651,Rajkot,India,21.70N,70.10E
1796-03-01,24.516,2.319,Rajkot,India,21.70N,70.10E
1796-04-01,28.325,1.672,Rajkot,India,21.70N,70.10E
1796-05-01,30.729,1.31,Rajkot,India,21.70N,70.10E
1796-06-01,30.851999999999997,2.807,Rajkot,India,21.70N,70.10E
1796-07-01,28.663,2.195,Rajkot,India,21.70N,70.10E
1796-08-01,27.937,2.812,Rajkot,India,21.70N,70.10E
1796-09-01,27.331,3.174,Rajkot,India,21.70N,70.10E
1796-10-01,26.877,1.52,Rajkot,India,21.70N,70.10E
1796-11-01,24.168000000000006,2.803,Rajkot,India,21.70N,70.10E
1796-12-01,19.064,3.603,Rajkot,India,21.70N,70.10E
1797-01-01,,,Rajkot,India,21.70N,70.10E
1797-02-01,,,Rajkot,India,21.70N,70.10E
1797-03-01,25.049,1.966,Rajkot,India,21.70N,70.10E
1797-04-01,27.475,2.625,Rajkot,India,21.70N,70.10E
1797-05-01,29.911,1.986,Rajkot,India,21.70N,70.10E
1797-06-01,31.241999999999997,1.886,Rajkot,India,21.70N,70.10E
1797-07-01,28.593000000000004,2.1919999999999997,Rajkot,India,21.70N,70.10E
1797-08-01,27.825,2.01,Rajkot,India,21.70N,70.10E
1797-09-01,27.424,2.7960000000000003,Rajkot,India,21.70N,70.10E
1797-10-01,26.474,2.031,Rajkot,India,21.70N,70.10E
1797-11-01,23.113000000000003,1.881,Rajkot,India,21.70N,70.10E
1797-12-01,20.799,2.521,Rajkot,India,21.70N,70.10E
1798-01-01,20.455,1.8980000000000001,Rajkot,India,21.70N,70.10E
1798-02-01,22.344,1.901,Rajkot,India,21.70N,70.10E
1798-03-01,26.699,1.7990000000000002,Rajkot,India,21.70N,70.10E
1798-04-01,,,Rajkot,India,21.70N,70.10E
1798-05-01,,,Rajkot,India,21.70N,70.10E
1798-06-01,30.695,1.86,Rajkot,India,21.70N,70.10E
1798-07-01,29.724,2.218,Rajkot,India,21.70N,70.10E
1798-08-01,28.313000000000002,3.827,Rajkot,India,21.70N,70.10E
1798-09-01,27.268,2.448,Rajkot,India,21.70N,70.10E
1798-10-01,26.601999999999997,2.164,Rajkot,India,21.70N,70.10E
1798-11-01,24.705,2.421,Rajkot,India,21.70N,70.10E
1798-12-01,20.346,1.996,Rajkot,India,21.70N,70.10E
1799-01-01,19.81,2.084,Rajkot,India,21.70N,70.10E
1799-02-01,20.789,2.309,Rajkot,India,21.70N,70.10E
1799-03-01,25.272,2.3569999999999998,Rajkot,India,21.70N,70.10E
1799-04-01,29.176,2.895,Rajkot,India,21.70N,70.10E
1799-05-01,30.886,1.3419999999999999,Rajkot,India,21.70N,70.10E
1799-06-01,31.311999999999998,2.2569999999999997,Rajkot,India,21.70N,70.10E
1799-07-01,29.096999999999998,1.9380000000000002,Rajkot,India,21.70N,70.10E
1799-08-01,27.893,1.32,Rajkot,India,21.70N,70.10E
1799-09-01,27.506999999999998,2.224,Rajkot,India,21.70N,70.10E
1799-10-01,27.404,1.881,Rajkot,India,21.70N,70.10E
1799-11-01,24.275,1.676,Rajkot,India,21.70N,70.10E
1799-12-01,20.531,1.6230000000000002,Rajkot,India,21.70N,70.10E
1800-01-01,20.212,1.8880000000000001,Rajkot,India,21.70N,70.10E
1800-02-01,22.733,3.259,Rajkot,India,21.70N,70.10E
1800-03-01,25.125999999999998,2.766,Rajkot,India,21.70N,70.10E
1800-04-01,29.564,1.683,Rajkot,India,21.70N,70.10E
1800-05-01,30.011999999999997,1.311,Rajkot,India,21.70N,70.10E
1800-06-01,30.701999999999998,1.37,Rajkot,India,21.70N,70.10E
1800-07-01,28.311,1.771,Rajkot,India,21.70N,70.10E
1800-08-01,27.277,2.076,Rajkot,India,21.70N,70.10E
1800-09-01,26.296999999999997,2.031,Rajkot,India,21.70N,70.10E
1800-10-01,27.128,2.194,Rajkot,India,21.70N,70.10E
1800-11-01,24.519,2.434,Rajkot,India,21.70N,70.10E
1800-12-01,21.377,1.7169999999999999,Rajkot,India,21.70N,70.10E
1801-01-01,20.592,1.714,Rajkot,India,21.70N,70.10E
1801-02-01,21.773000000000003,1.516,Rajkot,India,21.70N,70.10E
1801-03-01,27.346999999999998,1.922,Rajkot,India,21.70N,70.10E
1801-04-01,,,Rajkot,India,21.70N,70.10E
1801-05-01,,,Rajkot,India,21.70N,70.10E
1801-06-01,30.045,1.7590000000000001,Rajkot,India,21.70N,70.10E
1801-07-01,29.133000000000006,2.459,Rajkot,India,21.70N,70.10E
1801-08-01,27.133000000000003,1.609,Rajkot,India,21.70N,70.10E
1801-09-01,26.953000000000003,1.4,Rajkot,India,21.70N,70.10E
1801-10-01,26.796999999999997,1.599,Rajkot,India,21.70N,70.10E
1801-11-01,24.463,1.7080000000000002,Rajkot,India,21.70N,70.10E
1801-12-01,22.062,3.057,Rajkot,India,21.70N,70.10E
1802-01-01,21.119,1.959,Rajkot,India,21.70N,70.10E
1802-02-01,22.612,1.771,Rajkot,India,21.70N,70.10E
1802-03-01,27.061999999999998,2.0140000000000002,Rajkot,India,21.70N,70.10E
1802-04-01,28.871,1.923,Rajkot,India,21.70N,70.10E
1802-05-01,29.842,1.732,Rajkot,India,21.70N,70.10E
1802-06-01,31.808000000000003,1.504,Rajkot,India,21.70N,70.10E
1802-07-01,29.566000000000006,1.641,Rajkot,India,21.70N,70.10E
1802-08-01,27.801,1.5219999999999998,Rajkot,India,21.70N,70.10E
1802-09-01,27.881,1.784,Rajkot,India,21.70N,70.10E
1802-10-01,27.368,2.863,Rajkot,India,21.70N,70.10E
1802-11-01,24.179,1.923,Rajkot,India,21.70N,70.10E
1802-12-01,20.491,1.8619999999999999,Rajkot,India,21.70N,70.10E
1803-01-01,18.586,2.003,Rajkot,India,21.70N,70.10E
1803-02-01,21.072,2.635,Rajkot,India,21.70N,70.10E
1803-03-01,25.52,2.137,Rajkot,India,21.70N,70.10E
1803-04-01,29.441,1.712,Rajkot,India,21.70N,70.10E
1803-05-01,31.01,1.514,Rajkot,India,21.70N,70.10E
1803-06-01,31.048,1.327,Rajkot,India,21.70N,70.10E
1803-07-01,29.668000000000006,1.5390000000000001,Rajkot,India,21.70N,70.10E
1803-08-01,29.023000000000003,1.791,Rajkot,India,21.70N,70.10E
1803-09-01,28.033,1.531,Rajkot,India,21.70N,70.10E
1803-10-01,27.095,2.378,Rajkot,India,21.70N,70.10E
1803-11-01,24.68,2.1719999999999997,Rajkot,India,21.70N,70.10E
1803-12-01,20.493000000000002,2.353,Rajkot,India,21.70N,70.10E
1804-01-01,20.430999999999997,3.383,Rajkot,India,21.70N,70.10E
1804-02-01,21.835,1.8130000000000002,Rajkot,India,21.70N,70.10E
1804-03-01,25.4,3.0869999999999997,Rajkot,India,21.70N,70.10E
1804-04-01,30.291,1.7380000000000002,Rajkot,India,21.70N,70.10E
1804-05-01,31.346,1.578,Rajkot,India,21.70N,70.10E
1804-06-01,31.3,1.325,Rajkot,India,21.70N,70.10E
1804-07-01,30.43,2.162,Rajkot,India,21.70N,70.10E
1804-08-01,28.021,1.6569999999999998,Rajkot,India,21.70N,70.10E
1804-09-01,27.823,2.89,Rajkot,India,21.70N,70.10E
1804-10-01,26.921000000000006,1.8030000000000002,Rajkot,India,21.70N,70.10E
1804-11-01,25.564,3.1239999999999997,Rajkot,India,21.70N,70.10E
1804-12-01,20.173,3.1260000000000003,Rajkot,India,21.70N,70.10E
1805-01-01,20.337,1.768,Rajkot,India,21.70N,70.10E
1805-02-01,21.903000000000002,2.21,Rajkot,India,21.70N,70.10E
1805-03-01,26.234,1.653,Rajkot,India,21.70N,70.10E
1805-04-01,28.195,2.006,Rajkot,India,21.70N,70.10E
1805-05-01,30.671,1.171,Rajkot,India,21.70N,70.10E
1805-06-01,31.342,2.0980000000000003,Rajkot,India,21.70N,70.10E
1805-07-01,28.918000000000006,1.679,Rajkot,India,21.70N,70.10E
1805-08-01,28.529,1.3219999999999998,Rajkot,India,21.70N,70.10E
1805-09-01,27.307,1.986,Rajkot,India,21.70N,70.10E
1805-10-01,25.538,1.9140000000000001,Rajkot,India,21.70N,70.10E
1805-11-01,23.732000000000006,2.497,Rajkot,India,21.70N,70.10E
1805-12-01,21.791,1.5219999999999998,Rajkot,India,21.70N,70.10E
1806-01-01,20.281,1.854,Rajkot,India,21.70N,70.10E
1806-02-01,21.999000000000002,2.398,Rajkot,India,21.70N,70.10E
1806-03-01,25.302,1.97,Rajkot,India,21.70N,70.10E
1806-04-01,28.5,2.617,Rajkot,India,21.70N,70.10E
1806-05-01,30.703000000000003,1.61,Rajkot,India,21.70N,70.10E
1806-06-01,29.517000000000003,1.609,Rajkot,India,21.70N,70.10E
1806-07-01,28.719,1.536,Rajkot,India,21.70N,70.10E
1806-08-01,28.155,1.679,Rajkot,India,21.70N,70.10E
1806-09-01,28.135,1.88,Rajkot,India,21.70N,70.10E
1806-10-01,26.453000000000007,1.423,Rajkot,India,21.70N,70.10E
1806-11-01,24.256999999999998,1.785,Rajkot,India,21.70N,70.10E
1806-12-01,21.4,2.04,Rajkot,India,21.70N,70.10E
1807-01-01,19.000999999999998,2.208,Rajkot,India,21.70N,70.10E
1807-02-01,21.916,2.844,Rajkot,India,21.70N,70.10E
1807-03-01,,,Rajkot,India,21.70N,70.10E
1807-04-01,,,Rajkot,India,21.70N,70.10E
1807-05-01,28.56,1.5290000000000001,Rajkot,India,21.70N,70.10E
1807-06-01,30.875999999999998,1.2830000000000001,Rajkot,India,21.70N,70.10E
1807-07-01,29.256999999999998,2.048,Rajkot,India,21.70N,70.10E
1807-08-01,27.663,1.847,Rajkot,India,21.70N,70.10E
1807-09-01,27.863000000000003,1.454,Rajkot,India,21.70N,70.10E
1807-10-01,26.427,1.3869999999999998,Rajkot,India,21.70N,70.10E
1807-11-01,24.331999999999997,2.16,Rajkot,India,21.70N,70.10E
1807-12-01,22.023000000000003,1.7080000000000002,Rajkot,India,21.70N,70.10E
1808-01-01,,,Rajkot,India,21.70N,70.10E
1808-02-01,,,Rajkot,India,21.70N,70.10E
1808-03-01,,,Rajkot,India,21.70N,70.10E
1808-04-01,,,Rajkot,India,21.70N,70.10E
1808-05-01,,,Rajkot,India,21.70N,70.10E
1808-06-01,,,Rajkot,India,21.70N,70.10E
1808-07-01,,,Rajkot,India,21.70N,70.10E
1808-08-01,,,Rajkot,India,21.70N,70.10E
1808-09-01,,,Rajkot,India,21.70N,70.10E
1808-10-01,,,Rajkot,India,21.70N,70.10E
1808-11-01,,,Rajkot,India,21.70N,70.10E
1808-12-01,,,Rajkot,India,21.70N,70.10E
1809-01-01,,,Rajkot,India,21.70N,70.10E
1809-02-01,,,Rajkot,India,21.70N,70.10E
1809-03-01,,,Rajkot,India,21.70N,70.10E
1809-04-01,,,Rajkot,India,21.70N,70.10E
1809-05-01,,,Rajkot,India,21.70N,70.10E
1809-06-01,,,Rajkot,India,21.70N,70.10E
1809-07-01,,,Rajkot,India,21.70N,70.10E
1809-08-01,,,Rajkot,India,21.70N,70.10E
1809-09-01,,,Rajkot,India,21.70N,70.10E
1809-10-01,,,Rajkot,India,21.70N,70.10E
1809-11-01,,,Rajkot,India,21.70N,70.10E
1809-12-01,,,Rajkot,India,21.70N,70.10E
1810-01-01,,,Rajkot,India,21.70N,70.10E
1810-02-01,,,Rajkot,India,21.70N,70.10E
1810-03-01,,,Rajkot,India,21.70N,70.10E
1810-04-01,,,Rajkot,India,21.70N,70.10E
1810-05-01,,,Rajkot,India,21.70N,70.10E
1810-06-01,,,Rajkot,India,21.70N,70.10E
1810-07-01,,,Rajkot,India,21.70N,70.10E
1810-08-01,,,Rajkot,India,21.70N,70.10E
1810-09-01,,,Rajkot,India,21.70N,70.10E
1810-10-01,,,Rajkot,India,21.70N,70.10E
1810-11-01,,,Rajkot,India,21.70N,70.10E
1810-12-01,,,Rajkot,India,21.70N,70.10E
1811-01-01,,,Rajkot,India,21.70N,70.10E
1811-02-01,,,Rajkot,India,21.70N,70.10E
1811-03-01,,,Rajkot,India,21.70N,70.10E
1811-04-01,,,Rajkot,India,21.70N,70.10E
1811-05-01,,,Rajkot,India,21.70N,70.10E
1811-06-01,,,Rajkot,India,21.70N,70.10E
1811-07-01,,,Rajkot,India,21.70N,70.10E
1811-08-01,,,Rajkot,India,21.70N,70.10E
1811-09-01,,,Rajkot,India,21.70N,70.10E
1811-10-01,,,Rajkot,India,21.70N,70.10E
1811-11-01,,,Rajkot,India,21.70N,70.10E
1811-12-01,,,Rajkot,India,21.70N,70.10E
1812-01-01,,,Rajkot,India,21.70N,70.10E
1812-02-01,,,Rajkot,India,21.70N,70.10E
1812-03-01,,,Rajkot,India,21.70N,70.10E
1812-04-01,,,Rajkot,India,21.70N,70.10E
1812-05-01,,,Rajkot,India,21.70N,70.10E
1812-06-01,,,Rajkot,India,21.70N,70.10E
1812-07-01,,,Rajkot,India,21.70N,70.10E
1812-08-01,,,Rajkot,India,21.70N,70.10E
1812-09-01,,,Rajkot,India,21.70N,70.10E
1812-10-01,,,Rajkot,India,21.70N,70.10E
1812-11-01,,,Rajkot,India,21.70N,70.10E
1812-12-01,,,Rajkot,India,21.70N,70.10E
1813-01-01,17.322,2.738,Rajkot,India,21.70N,70.10E
1813-02-01,21.372,1.632,Rajkot,India,21.70N,70.10E
1813-03-01,23.444000000000003,5.102,Rajkot,India,21.70N,70.10E
1813-04-01,28.982,1.486,Rajkot,India,21.70N,70.10E
1813-05-01,31.246,4.309,Rajkot,India,21.70N,70.10E
1813-06-01,29.85,2.114,Rajkot,India,21.70N,70.10E
1813-07-01,28.729000000000006,1.7269999999999999,Rajkot,India,21.70N,70.10E
1813-08-01,26.579,1.2770000000000001,Rajkot,India,21.70N,70.10E
1813-09-01,27.259,1.594,Rajkot,India,21.70N,70.10E
1813-10-01,25.983,1.456,Rajkot,India,21.70N,70.10E
1813-11-01,25.212,1.545,Rajkot,India,21.70N,70.10E
1813-12-01,19.556,1.7830000000000001,Rajkot,India,21.70N,70.10E
1814-01-01,18.551,2.821,Rajkot,India,21.70N,70.10E
1814-02-01,21.539,1.557,Rajkot,India,21.70N,70.10E
1814-03-01,24.443,2.041,Rajkot,India,21.70N,70.10E
1814-04-01,27.579,1.524,Rajkot,India,21.70N,70.10E
1814-05-01,,,Rajkot,India,21.70N,70.10E
1814-06-01,30.31,1.597,Rajkot,India,21.70N,70.10E
1814-07-01,27.096999999999998,2.526,Rajkot,India,21.70N,70.10E
1814-08-01,26.522,1.507,Rajkot,India,21.70N,70.10E
1814-09-01,25.945,1.357,Rajkot,India,21.70N,70.10E
1814-10-01,25.228,3.034,Rajkot,India,21.70N,70.10E
1814-11-01,25.101000000000006,4.224,Rajkot,India,21.70N,70.10E
1814-12-01,22.524,4.577,Rajkot,India,21.70N,70.10E
1815-01-01,19.160999999999998,2.2119999999999997,Rajkot,India,21.70N,70.10E
1815-02-01,22.061,4.3389999999999995,Rajkot,India,21.70N,70.10E
1815-03-01,24.448,3.0810000000000004,Rajkot,India,21.70N,70.10E
1815-04-01,28.202,2.553,Rajkot,India,21.70N,70.10E
1815-05-01,29.74,2.775,Rajkot,India,21.70N,70.10E
1815-06-01,27.995,1.6280000000000001,Rajkot,India,21.70N,70.10E
1815-07-01,28.305,2.322,Rajkot,India,21.70N,70.10E
1815-08-01,26.815,1.642,Rajkot,India,21.70N,70.10E
1815-09-01,26.500999999999998,1.341,Rajkot,India,21.70N,70.10E
1815-10-01,24.823,2.636,Rajkot,India,21.70N,70.10E
1815-11-01,22.816999999999997,2.122,Rajkot,India,21.70N,70.10E
1815-12-01,19.037,2.0340000000000003,Rajkot,India,21.70N,70.10E
1816-01-01,19.697,3.762,Rajkot,India,21.70N,70.10E
1816-02-01,19.119,2.075,Rajkot,India,21.70N,70.10E
1816-03-01,24.329,1.929,Rajkot,India,21.70N,70.10E
1816-04-01,27.462,3.2969999999999997,Rajkot,India,21.70N,70.10E
1816-05-01,30.101999999999997,1.8519999999999999,Rajkot,India,21.70N,70.10E
1816-06-01,29.238000000000003,1.764,Rajkot,India,21.70N,70.10E
1816-07-01,26.686999999999998,1.76,Rajkot,India,21.70N,70.10E
1816-08-01,26.079,1.218,Rajkot,India,21.70N,70.10E
1816-09-01,25.462,1.238,Rajkot,India,21.70N,70.10E
1816-10-01,23.776,4.646,Rajkot,India,21.70N,70.10E
1816-11-01,22.956000000000003,5.292000000000001,Rajkot,India,21.70N,70.10E
1816-12-01,19.519000000000002,1.8159999999999998,Rajkot,India,21.70N,70.10E
1817-01-01,18.985,3.8360000000000003,Rajkot,India,21.70N,70.10E
1817-02-01,22.340999999999998,2.427,Rajkot,India,21.70N,70.10E
1817-03-01,25.263,2.106,Rajkot,India,21.70N,70.10E
1817-04-01,28.116999999999997,1.828,Rajkot,India,21.70N,70.10E
1817-05-01,28.965999999999998,2.011,Rajkot,India,21.70N,70.10E
1817-06-01,28.499,1.59,Rajkot,India,21.70N,70.10E
1817-07-01,27.182,1.7,Rajkot,India,21.70N,70.10E
1817-08-01,27.1,1.7080000000000002,Rajkot,India,21.70N,70.10E
1817-09-01,24.381,2.173,Rajkot,India,21.70N,70.10E
1817-10-01,24.34,2.452,Rajkot,India,21.70N,70.10E
1817-11-01,23.275,2.201,Rajkot,India,21.70N,70.10E
1817-12-01,18.762,2.572,Rajkot,India,21.70N,70.10E
1818-01-01,19.208,2.92,Rajkot,India,21.70N,70.10E
1818-02-01,20.66,2.015,Rajkot,India,21.70N,70.10E
1818-03-01,25.95,1.9,Rajkot,India,21.70N,70.10E
1818-04-01,29.559,4.285,Rajkot,India,21.70N,70.10E
1818-05-01,30.838,2.51,Rajkot,India,21.70N,70.10E
1818-06-01,30.796999999999997,3.2510000000000003,Rajkot,India,21.70N,70.10E
1818-07-01,27.339,2.6189999999999998,Rajkot,India,21.70N,70.10E
1818-08-01,26.204,1.65,Rajkot,India,21.70N,70.10E
1818-09-01,25.776999999999997,1.885,Rajkot,India,21.70N,70.10E
1818-10-01,24.655,2.035,Rajkot,India,21.70N,70.10E
1818-11-01,23.663,4.095,Rajkot,India,21.70N,70.10E
1818-12-01,20.063,1.786,Rajkot,India,21.70N,70.10E
1819-01-01,18.003,2.3680000000000003,Rajkot,India,21.70N,70.10E
1819-02-01,20.816999999999997,2.772,Rajkot,India,21.70N,70.10E
1819-03-01,23.733,5.019,Rajkot,India,21.70N,70.10E
1819-04-01,27.229,1.5759999999999998,Rajkot,India,21.70N,70.10E
1819-05-01,29.305999999999997,1.2329999999999999,Rajkot,India,21.70N,70.10E
1819-06-01,29.732000000000006,1.64,Rajkot,India,21.70N,70.10E
1819-07-01,27.603,1.3630000000000002,Rajkot,India,21.70N,70.10E
1819-08-01,26.376,1.601,Rajkot,India,21.70N,70.10E
1819-09-01,26.195999999999998,1.158,Rajkot,India,21.70N,70.10E
1819-10-01,26.445999999999998,1.68,Rajkot,India,21.70N,70.10E
1819-11-01,23.974,1.6540000000000001,Rajkot,India,21.70N,70.10E
1819-12-01,19.782,1.6769999999999998,Rajkot,India,21.70N,70.10E
1820-01-01,17.986,4.2410000000000005,Rajkot,India,21.70N,70.10E
1820-02-01,20.924,1.911,Rajkot,India,21.70N,70.10E
1820-03-01,24.901999999999997,1.921,Rajkot,India,21.70N,70.10E
1820-04-01,29.043000000000003,1.3519999999999999,Rajkot,India,21.70N,70.10E
1820-05-01,30.026,1.351,Rajkot,India,21.70N,70.10E
