dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1853-08-01,23.13,1.264,Çorlu,Turkey,40.99N,27.69E
1853-09-01,19.25,0.81,Çorlu,Turkey,40.99N,27.69E
1853-10-01,16.512,1.063,Çorlu,Turkey,40.99N,27.69E
1853-11-01,9.722999999999999,2.1630000000000003,Çorlu,Turkey,40.99N,27.69E
1853-12-01,6.111999999999999,1.514,Çorlu,Turkey,40.99N,27.69E
1854-01-01,5.516,1.9480000000000002,Çorlu,Turkey,40.99N,27.69E
1854-02-01,2.741,1.443,Çorlu,Turkey,40.99N,27.69E
1854-03-01,4.042,1.723,Çorlu,Turkey,40.99N,27.69E
1854-04-01,8.956999999999997,1.107,Çorlu,Turkey,40.99N,27.69E
1854-05-01,16.587,1.025,Çorlu,Turkey,40.99N,27.69E
1854-06-01,19.787000000000006,1.774,Çorlu,Turkey,40.99N,27.69E
1854-07-01,23.204,1.16,Çorlu,Turkey,40.99N,27.69E
1854-08-01,22.111,1.203,Çorlu,Turkey,40.99N,27.69E
1854-09-01,17.422,1.452,Çorlu,Turkey,40.99N,27.69E
1854-10-01,15.415,1.276,Çorlu,Turkey,40.99N,27.69E
1854-11-01,10.440999999999999,1.969,Çorlu,Turkey,40.99N,27.69E
1854-12-01,7.558,2.943,Çorlu,Turkey,40.99N,27.69E
1855-01-01,3.03,2.209,Çorlu,Turkey,40.99N,27.69E
1855-02-01,5.22,1.405,Çorlu,Turkey,40.99N,27.69E
1855-03-01,8.447000000000001,1.381,Çorlu,Turkey,40.99N,27.69E
1855-04-01,10.089,1.645,Çorlu,Turkey,40.99N,27.69E
1855-05-01,17.726000000000006,2.201,Çorlu,Turkey,40.99N,27.69E
1855-06-01,20.723000000000006,2.665,Çorlu,Turkey,40.99N,27.69E
1855-07-01,22.348000000000003,1.263,Çorlu,Turkey,40.99N,27.69E
1855-08-01,21.545,2.338,Çorlu,Turkey,40.99N,27.69E
1855-09-01,16.886000000000006,1.5630000000000002,Çorlu,Turkey,40.99N,27.69E
1855-10-01,15.725,2.2640000000000002,Çorlu,Turkey,40.99N,27.69E
1855-11-01,11.052,1.956,Çorlu,Turkey,40.99N,27.69E
1855-12-01,4.882999999999999,3.093,Çorlu,Turkey,40.99N,27.69E
1856-01-01,5.904,1.354,Çorlu,Turkey,40.99N,27.69E
1856-02-01,4.8580000000000005,1.788,Çorlu,Turkey,40.99N,27.69E
1856-03-01,3.707,1.554,Çorlu,Turkey,40.99N,27.69E
1856-04-01,10.472000000000001,1.7069999999999999,Çorlu,Turkey,40.99N,27.69E
1856-05-01,15.417000000000002,1.608,Çorlu,Turkey,40.99N,27.69E
1856-06-01,20.895,1.7280000000000002,Çorlu,Turkey,40.99N,27.69E
1856-07-01,21.701,0.9179999999999999,Çorlu,Turkey,40.99N,27.69E
1856-08-01,22.888,1.567,Çorlu,Turkey,40.99N,27.69E
1856-09-01,18.801,1.5959999999999999,Çorlu,Turkey,40.99N,27.69E
1856-10-01,13.652,1.338,Çorlu,Turkey,40.99N,27.69E
1856-11-01,7.216000000000001,1.791,Çorlu,Turkey,40.99N,27.69E
1856-12-01,7.3809999999999985,1.829,Çorlu,Turkey,40.99N,27.69E
1857-01-01,6.2959999999999985,2.311,Çorlu,Turkey,40.99N,27.69E
1857-02-01,2.944,2.189,Çorlu,Turkey,40.99N,27.69E
1857-03-01,5.772,1.271,Çorlu,Turkey,40.99N,27.69E
1857-04-01,11.078,2.215,Çorlu,Turkey,40.99N,27.69E
1857-05-01,14.902,1.766,Çorlu,Turkey,40.99N,27.69E
1857-06-01,18.301,1.5330000000000001,Çorlu,Turkey,40.99N,27.69E
1857-07-01,21.288,2.1390000000000002,Çorlu,Turkey,40.99N,27.69E
1857-08-01,20.997,1.4340000000000002,Çorlu,Turkey,40.99N,27.69E
1857-09-01,16.340999999999998,2.1069999999999998,Çorlu,Turkey,40.99N,27.69E
1857-10-01,15.167,2.013,Çorlu,Turkey,40.99N,27.69E
1857-11-01,8.825000000000003,1.77,Çorlu,Turkey,40.99N,27.69E
1857-12-01,4.292,2.571,Çorlu,Turkey,40.99N,27.69E
1858-01-01,-0.4770000000000003,2.364,Çorlu,Turkey,40.99N,27.69E
1858-02-01,-0.31700000000000017,0.799,Çorlu,Turkey,40.99N,27.69E
1858-03-01,6.409,1.151,Çorlu,Turkey,40.99N,27.69E
1858-04-01,10.109,1.3359999999999999,Çorlu,Turkey,40.99N,27.69E
1858-05-01,16.560000000000002,1.5219999999999998,Çorlu,Turkey,40.99N,27.69E
1858-06-01,18.857,0.934,Çorlu,Turkey,40.99N,27.69E
1858-07-01,23.257,1.248,Çorlu,Turkey,40.99N,27.69E
1858-08-01,22.347,0.9059999999999999,Çorlu,Turkey,40.99N,27.69E
1858-09-01,18.492,1.204,Çorlu,Turkey,40.99N,27.69E
1858-10-01,16.814,1.02,Çorlu,Turkey,40.99N,27.69E
1858-11-01,10.353000000000002,1.4509999999999998,Çorlu,Turkey,40.99N,27.69E
1858-12-01,5.92,1.196,Çorlu,Turkey,40.99N,27.69E
1859-01-01,1.754,1.689,Çorlu,Turkey,40.99N,27.69E
1859-02-01,4.039,1.214,Çorlu,Turkey,40.99N,27.69E
1859-03-01,6.858,0.71,Çorlu,Turkey,40.99N,27.69E
1859-04-01,12.282,0.77,Çorlu,Turkey,40.99N,27.69E
1859-05-01,17.408,0.679,Çorlu,Turkey,40.99N,27.69E
1859-06-01,19.125,0.8909999999999999,Çorlu,Turkey,40.99N,27.69E
1859-07-01,22.08,1.149,Çorlu,Turkey,40.99N,27.69E
1859-08-01,23.23,1.207,Çorlu,Turkey,40.99N,27.69E
1859-09-01,19.082,0.777,Çorlu,Turkey,40.99N,27.69E
1859-10-01,16.151,1.311,Çorlu,Turkey,40.99N,27.69E
1859-11-01,10.444,1.81,Çorlu,Turkey,40.99N,27.69E
1859-12-01,7.2189999999999985,1.618,Çorlu,Turkey,40.99N,27.69E
1860-01-01,5.699,1.2409999999999999,Çorlu,Turkey,40.99N,27.69E
1860-02-01,5.337000000000001,1.119,Çorlu,Turkey,40.99N,27.69E
1860-03-01,6.058,2.44,Çorlu,Turkey,40.99N,27.69E
1860-04-01,12.552,0.9,Çorlu,Turkey,40.99N,27.69E
1860-05-01,15.532000000000002,0.677,Çorlu,Turkey,40.99N,27.69E
1860-06-01,21.892,0.74,Çorlu,Turkey,40.99N,27.69E
1860-07-01,22.718000000000004,0.888,Çorlu,Turkey,40.99N,27.69E
1860-08-01,23.878,1.5630000000000002,Çorlu,Turkey,40.99N,27.69E
1860-09-01,20.680999999999997,1.065,Çorlu,Turkey,40.99N,27.69E
1860-10-01,14.675,1.286,Çorlu,Turkey,40.99N,27.69E
1860-11-01,8.496,2.162,Çorlu,Turkey,40.99N,27.69E
1860-12-01,7.632000000000001,1.8780000000000001,Çorlu,Turkey,40.99N,27.69E
1861-01-01,1.95,0.9129999999999999,Çorlu,Turkey,40.99N,27.69E
1861-02-01,5.797999999999999,1.5319999999999998,Çorlu,Turkey,40.99N,27.69E
1861-03-01,7.4209999999999985,1.219,Çorlu,Turkey,40.99N,27.69E
1861-04-01,9.855,1.341,Çorlu,Turkey,40.99N,27.69E
1861-05-01,13.524,1.285,Çorlu,Turkey,40.99N,27.69E
1861-06-01,20.694000000000006,1.883,Çorlu,Turkey,40.99N,27.69E
1861-07-01,23.165,1.3230000000000002,Çorlu,Turkey,40.99N,27.69E
1861-08-01,22.501,0.595,Çorlu,Turkey,40.99N,27.69E
1861-09-01,19.197,1.095,Çorlu,Turkey,40.99N,27.69E
1861-10-01,13.388,1.541,Çorlu,Turkey,40.99N,27.69E
1861-11-01,11.120999999999999,0.951,Çorlu,Turkey,40.99N,27.69E
1861-12-01,3.419,3.318,Çorlu,Turkey,40.99N,27.69E
1862-01-01,2.907,1.92,Çorlu,Turkey,40.99N,27.69E
1862-02-01,3.3339999999999996,1.598,Çorlu,Turkey,40.99N,27.69E
1862-03-01,7.66,2.735,Çorlu,Turkey,40.99N,27.69E
1862-04-01,12.702,1.6059999999999999,Çorlu,Turkey,40.99N,27.69E
1862-05-01,17.217000000000002,2.329,Çorlu,Turkey,40.99N,27.69E
1862-06-01,21.531999999999996,0.971,Çorlu,Turkey,40.99N,27.69E
1862-07-01,23.11,0.84,Çorlu,Turkey,40.99N,27.69E
1862-08-01,22.281,0.6659999999999999,Çorlu,Turkey,40.99N,27.69E
1862-09-01,19.204,0.905,Çorlu,Turkey,40.99N,27.69E
1862-10-01,13.9,0.909,Çorlu,Turkey,40.99N,27.69E
1862-11-01,10.107,2.354,Çorlu,Turkey,40.99N,27.69E
1862-12-01,2.7059999999999995,2.5669999999999997,Çorlu,Turkey,40.99N,27.69E
1863-01-01,4.782,2.6889999999999996,Çorlu,Turkey,40.99N,27.69E
1863-02-01,3.443,3.516,Çorlu,Turkey,40.99N,27.69E
1863-03-01,8.781,0.82,Çorlu,Turkey,40.99N,27.69E
1863-04-01,9.774,1.969,Çorlu,Turkey,40.99N,27.69E
1863-05-01,17.982000000000006,0.9079999999999999,Çorlu,Turkey,40.99N,27.69E
1863-06-01,20.494,1.8130000000000002,Çorlu,Turkey,40.99N,27.69E
1863-07-01,22.134,2.404,Çorlu,Turkey,40.99N,27.69E
1863-08-01,22.536,1.042,Çorlu,Turkey,40.99N,27.69E
1863-09-01,20.730999999999998,1.1840000000000002,Çorlu,Turkey,40.99N,27.69E
1863-10-01,15.405999999999999,1.126,Çorlu,Turkey,40.99N,27.69E
1863-11-01,11.265,2.083,Çorlu,Turkey,40.99N,27.69E
1863-12-01,4.506,1.266,Çorlu,Turkey,40.99N,27.69E
1864-01-01,-0.2490000000000005,1.1320000000000001,Çorlu,Turkey,40.99N,27.69E
1864-02-01,5.523,2.015,Çorlu,Turkey,40.99N,27.69E
1864-03-01,10.074,1.225,Çorlu,Turkey,40.99N,27.69E
1864-04-01,9.271,1.125,Çorlu,Turkey,40.99N,27.69E
1864-05-01,14.387,1.12,Çorlu,Turkey,40.99N,27.69E
1864-06-01,20.828000000000003,1.021,Çorlu,Turkey,40.99N,27.69E
1864-07-01,21.504,0.594,Çorlu,Turkey,40.99N,27.69E
1864-08-01,21.396,1.122,Çorlu,Turkey,40.99N,27.69E
1864-09-01,18.959,1.1840000000000002,Çorlu,Turkey,40.99N,27.69E
1864-10-01,13.783,1.479,Çorlu,Turkey,40.99N,27.69E
1864-11-01,11.179,1.1640000000000001,Çorlu,Turkey,40.99N,27.69E
1864-12-01,4.791,1.706,Çorlu,Turkey,40.99N,27.69E
1865-01-01,6.928,1.3019999999999998,Çorlu,Turkey,40.99N,27.69E
1865-02-01,4.202,1.666,Çorlu,Turkey,40.99N,27.69E
1865-03-01,7.702000000000001,1.4140000000000001,Çorlu,Turkey,40.99N,27.69E
1865-04-01,9.634,1.33,Çorlu,Turkey,40.99N,27.69E
1865-05-01,15.683000000000002,1.679,Çorlu,Turkey,40.99N,27.69E
1865-06-01,18.543,1.162,Çorlu,Turkey,40.99N,27.69E
1865-07-01,22.247,0.946,Çorlu,Turkey,40.99N,27.69E
1865-08-01,22.484,1.791,Çorlu,Turkey,40.99N,27.69E
1865-09-01,16.755000000000006,1.714,Çorlu,Turkey,40.99N,27.69E
1865-10-01,16.583000000000002,1.7469999999999999,Çorlu,Turkey,40.99N,27.69E
1865-11-01,10.546,1.4509999999999998,Çorlu,Turkey,40.99N,27.69E
1865-12-01,3.564,1.845,Çorlu,Turkey,40.99N,27.69E
1866-01-01,3.161,0.941,Çorlu,Turkey,40.99N,27.69E
1866-02-01,5.697,1.1640000000000001,Çorlu,Turkey,40.99N,27.69E
1866-03-01,10.237,1.335,Çorlu,Turkey,40.99N,27.69E
1866-04-01,11.317,1.403,Çorlu,Turkey,40.99N,27.69E
1866-05-01,15.036,1.176,Çorlu,Turkey,40.99N,27.69E
1866-06-01,20.141,1.392,Çorlu,Turkey,40.99N,27.69E
1866-07-01,23.397,1.1079999999999999,Çorlu,Turkey,40.99N,27.69E
1866-08-01,21.958000000000002,1.209,Çorlu,Turkey,40.99N,27.69E
1866-09-01,20.44,1.122,Çorlu,Turkey,40.99N,27.69E
1866-10-01,12.472,1.29,Çorlu,Turkey,40.99N,27.69E
1866-11-01,8.423,1.4340000000000002,Çorlu,Turkey,40.99N,27.69E
1866-12-01,4.972,0.94,Çorlu,Turkey,40.99N,27.69E
1867-01-01,6.382999999999999,1.6130000000000002,Çorlu,Turkey,40.99N,27.69E
1867-02-01,5.1080000000000005,1.609,Çorlu,Turkey,40.99N,27.69E
1867-03-01,6.132999999999999,1.396,Çorlu,Turkey,40.99N,27.69E
1867-04-01,11.348,1.6980000000000002,Çorlu,Turkey,40.99N,27.69E
1867-05-01,16.205000000000002,2.187,Çorlu,Turkey,40.99N,27.69E
1867-06-01,19.053,1.234,Çorlu,Turkey,40.99N,27.69E
1867-07-01,22.077,1.495,Çorlu,Turkey,40.99N,27.69E
1867-08-01,21.168000000000003,1.9609999999999999,Çorlu,Turkey,40.99N,27.69E
1867-09-01,18.61,1.3,Çorlu,Turkey,40.99N,27.69E
1867-10-01,15.229,1.219,Çorlu,Turkey,40.99N,27.69E
1867-11-01,7.069000000000001,2.254,Çorlu,Turkey,40.99N,27.69E
1867-12-01,4.628,2.011,Çorlu,Turkey,40.99N,27.69E
1868-01-01,4.606,1.262,Çorlu,Turkey,40.99N,27.69E
1868-02-01,2.416,2.08,Çorlu,Turkey,40.99N,27.69E
1868-03-01,5.496,0.763,Çorlu,Turkey,40.99N,27.69E
1868-04-01,9.581,0.9259999999999999,Çorlu,Turkey,40.99N,27.69E
1868-05-01,16.570999999999998,0.625,Çorlu,Turkey,40.99N,27.69E
1868-06-01,20.935,0.675,Çorlu,Turkey,40.99N,27.69E
1868-07-01,22.296999999999997,0.44299999999999995,Çorlu,Turkey,40.99N,27.69E
1868-08-01,22.521,0.8420000000000001,Çorlu,Turkey,40.99N,27.69E
1868-09-01,19.887999999999998,1.024,Çorlu,Turkey,40.99N,27.69E
1868-10-01,16.85,1.307,Çorlu,Turkey,40.99N,27.69E
1868-11-01,8.850000000000003,1.5230000000000001,Çorlu,Turkey,40.99N,27.69E
1868-12-01,6.787000000000001,1.379,Çorlu,Turkey,40.99N,27.69E
1869-01-01,0.7020000000000001,1.577,Çorlu,Turkey,40.99N,27.69E
1869-02-01,5.549,1.558,Çorlu,Turkey,40.99N,27.69E
1869-03-01,9.093,1.0590000000000002,Çorlu,Turkey,40.99N,27.69E
1869-04-01,10.093,1.01,Çorlu,Turkey,40.99N,27.69E
1869-05-01,17.188000000000002,0.9179999999999999,Çorlu,Turkey,40.99N,27.69E
1869-06-01,21.177,1.1059999999999999,Çorlu,Turkey,40.99N,27.69E
1869-07-01,21.89,0.602,Çorlu,Turkey,40.99N,27.69E
1869-08-01,23.712,1.0090000000000001,Çorlu,Turkey,40.99N,27.69E
1869-09-01,18.919,0.972,Çorlu,Turkey,40.99N,27.69E
1869-10-01,15.363,1.406,Çorlu,Turkey,40.99N,27.69E
1869-11-01,9.639,1.567,Çorlu,Turkey,40.99N,27.69E
1869-12-01,7.516,1.412,Çorlu,Turkey,40.99N,27.69E
1870-01-01,5.599,0.7859999999999999,Çorlu,Turkey,40.99N,27.69E
1870-02-01,2.167,1.35,Çorlu,Turkey,40.99N,27.69E
1870-03-01,6.37,1.107,Çorlu,Turkey,40.99N,27.69E
1870-04-01,7.987,0.9640000000000001,Çorlu,Turkey,40.99N,27.69E
1870-05-01,17.573,0.9490000000000001,Çorlu,Turkey,40.99N,27.69E
1870-06-01,19.836,0.588,Çorlu,Turkey,40.99N,27.69E
1870-07-01,22.546999999999997,0.624,Çorlu,Turkey,40.99N,27.69E
1870-08-01,22.31,0.6,Çorlu,Turkey,40.99N,27.69E
1870-09-01,16.768,0.868,Çorlu,Turkey,40.99N,27.69E
1870-10-01,12.735999999999999,0.889,Çorlu,Turkey,40.99N,27.69E
1870-11-01,13.008,1.3159999999999998,Çorlu,Turkey,40.99N,27.69E
1870-12-01,7.778,0.792,Çorlu,Turkey,40.99N,27.69E
1871-01-01,5.2639999999999985,0.9670000000000001,Çorlu,Turkey,40.99N,27.69E
1871-02-01,3.24,1.192,Çorlu,Turkey,40.99N,27.69E
1871-03-01,5.988,0.998,Çorlu,Turkey,40.99N,27.69E
1871-04-01,10.704,0.728,Çorlu,Turkey,40.99N,27.69E
1871-05-01,14.561000000000002,0.977,Çorlu,Turkey,40.99N,27.69E
1871-06-01,20.137,0.9690000000000001,Çorlu,Turkey,40.99N,27.69E
1871-07-01,23.276,0.616,Çorlu,Turkey,40.99N,27.69E
1871-08-01,23.513,0.654,Çorlu,Turkey,40.99N,27.69E
1871-09-01,18.508000000000006,0.429,Çorlu,Turkey,40.99N,27.69E
1871-10-01,13.75,1.008,Çorlu,Turkey,40.99N,27.69E
1871-11-01,12.038,0.833,Çorlu,Turkey,40.99N,27.69E
1871-12-01,4.151,0.757,Çorlu,Turkey,40.99N,27.69E
1872-01-01,5.46,2.096,Çorlu,Turkey,40.99N,27.69E
1872-02-01,2.786,0.7190000000000001,Çorlu,Turkey,40.99N,27.69E
1872-03-01,8.163,1.2590000000000001,Çorlu,Turkey,40.99N,27.69E
1872-04-01,12.912,1.99,Çorlu,Turkey,40.99N,27.69E
1872-05-01,18.429,1.291,Çorlu,Turkey,40.99N,27.69E
1872-06-01,19.957,1.273,Çorlu,Turkey,40.99N,27.69E
1872-07-01,22.051,0.727,Çorlu,Turkey,40.99N,27.69E
1872-08-01,22.121,0.9990000000000001,Çorlu,Turkey,40.99N,27.69E
1872-09-01,20.538,1.121,Çorlu,Turkey,40.99N,27.69E
1872-10-01,16.807000000000002,0.657,Çorlu,Turkey,40.99N,27.69E
1872-11-01,13.106,1.078,Çorlu,Turkey,40.99N,27.69E
1872-12-01,8.698,1.923,Çorlu,Turkey,40.99N,27.69E
1873-01-01,6.975,0.963,Çorlu,Turkey,40.99N,27.69E
1873-02-01,5.606,0.754,Çorlu,Turkey,40.99N,27.69E
1873-03-01,8.392000000000001,0.742,Çorlu,Turkey,40.99N,27.69E
1873-04-01,12.739,1.719,Çorlu,Turkey,40.99N,27.69E
1873-05-01,16.479000000000006,1.004,Çorlu,Turkey,40.99N,27.69E
1873-06-01,19.027,0.951,Çorlu,Turkey,40.99N,27.69E
1873-07-01,23.14,0.515,Çorlu,Turkey,40.99N,27.69E
1873-08-01,23.476,0.252,Çorlu,Turkey,40.99N,27.69E
1873-09-01,18.486,1.44,Çorlu,Turkey,40.99N,27.69E
1873-10-01,16.065,0.623,Çorlu,Turkey,40.99N,27.69E
1873-11-01,10.457,0.584,Çorlu,Turkey,40.99N,27.69E
1873-12-01,5.169,0.7609999999999999,Çorlu,Turkey,40.99N,27.69E
1874-01-01,2.614,1.102,Çorlu,Turkey,40.99N,27.69E
1874-02-01,2.173,0.725,Çorlu,Turkey,40.99N,27.69E
1874-03-01,3.175,0.9570000000000001,Çorlu,Turkey,40.99N,27.69E
1874-04-01,12.099,0.33299999999999996,Çorlu,Turkey,40.99N,27.69E
1874-05-01,15.079,0.9490000000000001,Çorlu,Turkey,40.99N,27.69E
1874-06-01,20.27,1.113,Çorlu,Turkey,40.99N,27.69E
1874-07-01,22.649,1.0390000000000001,Çorlu,Turkey,40.99N,27.69E
1874-08-01,23.09,0.344,Çorlu,Turkey,40.99N,27.69E
1874-09-01,20.079,0.431,Çorlu,Turkey,40.99N,27.69E
1874-10-01,15.534,0.518,Çorlu,Turkey,40.99N,27.69E
1874-11-01,10.585999999999999,0.9329999999999999,Çorlu,Turkey,40.99N,27.69E
1874-12-01,9.874,0.9890000000000001,Çorlu,Turkey,40.99N,27.69E
1875-01-01,2.801,0.557,Çorlu,Turkey,40.99N,27.69E
1875-02-01,2.131,1.3430000000000002,Çorlu,Turkey,40.99N,27.69E
1875-03-01,2.8119999999999994,1.989,Çorlu,Turkey,40.99N,27.69E
1875-04-01,9.292,1.347,Çorlu,Turkey,40.99N,27.69E
1875-05-01,15.599000000000002,0.405,Çorlu,Turkey,40.99N,27.69E
1875-06-01,22.462,1.097,Çorlu,Turkey,40.99N,27.69E
1875-07-01,22.921999999999997,1.1440000000000001,Çorlu,Turkey,40.99N,27.69E
1875-08-01,21.744,0.677,Çorlu,Turkey,40.99N,27.69E
1875-09-01,16.384,0.56,Çorlu,Turkey,40.99N,27.69E
1875-10-01,14.744000000000002,0.753,Çorlu,Turkey,40.99N,27.69E
1875-11-01,10.064,0.797,Çorlu,Turkey,40.99N,27.69E
1875-12-01,3.53,0.778,Çorlu,Turkey,40.99N,27.69E
1876-01-01,1.6589999999999998,1.021,Çorlu,Turkey,40.99N,27.69E
1876-02-01,5.104,1.001,Çorlu,Turkey,40.99N,27.69E
1876-03-01,9.446,1.2919999999999998,Çorlu,Turkey,40.99N,27.69E
1876-04-01,11.788,1.466,Çorlu,Turkey,40.99N,27.69E
1876-05-01,16.308,0.972,Çorlu,Turkey,40.99N,27.69E
1876-06-01,20.500999999999998,1.014,Çorlu,Turkey,40.99N,27.69E
1876-07-01,22.374000000000002,0.8170000000000001,Çorlu,Turkey,40.99N,27.69E
1876-08-01,22.281,0.5589999999999999,Çorlu,Turkey,40.99N,27.69E
1876-09-01,20.425,0.8220000000000001,Çorlu,Turkey,40.99N,27.69E
1876-10-01,14.927,0.6890000000000001,Çorlu,Turkey,40.99N,27.69E
1876-11-01,7.291,1.27,Çorlu,Turkey,40.99N,27.69E
1876-12-01,8.548,1.42,Çorlu,Turkey,40.99N,27.69E
1877-01-01,5.4,2.171,Çorlu,Turkey,40.99N,27.69E
1877-02-01,4.654,1.371,Çorlu,Turkey,40.99N,27.69E
1877-03-01,7.83,0.625,Çorlu,Turkey,40.99N,27.69E
1877-04-01,11.523,1.514,Çorlu,Turkey,40.99N,27.69E
1877-05-01,15.642999999999999,0.935,Çorlu,Turkey,40.99N,27.69E
1877-06-01,20.137999999999998,1.819,Çorlu,Turkey,40.99N,27.69E
1877-07-01,21.866999999999997,1.7169999999999999,Çorlu,Turkey,40.99N,27.69E
1877-08-01,23.03,0.586,Çorlu,Turkey,40.99N,27.69E
1877-09-01,19.605,0.61,Çorlu,Turkey,40.99N,27.69E
1877-10-01,13.92,1.06,Çorlu,Turkey,40.99N,27.69E
1877-11-01,10.174,1.217,Çorlu,Turkey,40.99N,27.69E
1877-12-01,6.074,2.1319999999999997,Çorlu,Turkey,40.99N,27.69E
1878-01-01,2.679,1.4380000000000002,Çorlu,Turkey,40.99N,27.69E
1878-02-01,3.624,0.8590000000000001,Çorlu,Turkey,40.99N,27.69E
1878-03-01,6.356,0.855,Çorlu,Turkey,40.99N,27.69E
1878-04-01,11.518,1.0290000000000001,Çorlu,Turkey,40.99N,27.69E
1878-05-01,16.375,0.731,Çorlu,Turkey,40.99N,27.69E
1878-06-01,20.340999999999998,1.1640000000000001,Çorlu,Turkey,40.99N,27.69E
1878-07-01,22.428,0.552,Çorlu,Turkey,40.99N,27.69E
1878-08-01,22.328000000000003,0.8029999999999999,Çorlu,Turkey,40.99N,27.69E
1878-09-01,20.888,0.659,Çorlu,Turkey,40.99N,27.69E
1878-10-01,16.287,0.737,Çorlu,Turkey,40.99N,27.69E
1878-11-01,13.311,1.0170000000000001,Çorlu,Turkey,40.99N,27.69E
1878-12-01,8.562000000000001,1.459,Çorlu,Turkey,40.99N,27.69E
1879-01-01,4.127,0.654,Çorlu,Turkey,40.99N,27.69E
1879-02-01,8.565999999999999,0.777,Çorlu,Turkey,40.99N,27.69E
1879-03-01,6.926,0.57,Çorlu,Turkey,40.99N,27.69E
1879-04-01,13.08,1.89,Çorlu,Turkey,40.99N,27.69E
1879-05-01,16.357000000000006,1.5830000000000002,Çorlu,Turkey,40.99N,27.69E
1879-06-01,21.93,0.7140000000000001,Çorlu,Turkey,40.99N,27.69E
1879-07-01,23.41,1.281,Çorlu,Turkey,40.99N,27.69E
1879-08-01,23.125,1.034,Çorlu,Turkey,40.99N,27.69E
1879-09-01,20.623,1.044,Çorlu,Turkey,40.99N,27.69E
1879-10-01,14.687,0.629,Çorlu,Turkey,40.99N,27.69E
1879-11-01,8.863999999999999,0.815,Çorlu,Turkey,40.99N,27.69E
1879-12-01,2.837,1.03,Çorlu,Turkey,40.99N,27.69E
1880-01-01,-0.2690000000000001,0.9690000000000001,Çorlu,Turkey,40.99N,27.69E
1880-02-01,2.636,1.338,Çorlu,Turkey,40.99N,27.69E
1880-03-01,3.7739999999999996,0.938,Çorlu,Turkey,40.99N,27.69E
1880-04-01,10.268,1.281,Çorlu,Turkey,40.99N,27.69E
1880-05-01,15.176000000000002,0.508,Çorlu,Turkey,40.99N,27.69E
1880-06-01,20.71,0.331,Çorlu,Turkey,40.99N,27.69E
1880-07-01,23.410999999999998,0.674,Çorlu,Turkey,40.99N,27.69E
1880-08-01,22.277,0.825,Çorlu,Turkey,40.99N,27.69E
1880-09-01,18.401,0.934,Çorlu,Turkey,40.99N,27.69E
1880-10-01,15.907,0.59,Çorlu,Turkey,40.99N,27.69E
1880-11-01,11.269,1.344,Çorlu,Turkey,40.99N,27.69E
1880-12-01,5.8519999999999985,0.35,Çorlu,Turkey,40.99N,27.69E
1881-01-01,3.693,0.96,Çorlu,Turkey,40.99N,27.69E
1881-02-01,2.86,0.9059999999999999,Çorlu,Turkey,40.99N,27.69E
1881-03-01,6.897,0.49700000000000005,Çorlu,Turkey,40.99N,27.69E
1881-04-01,10.686,0.6890000000000001,Çorlu,Turkey,40.99N,27.69E
1881-05-01,15.287,0.8640000000000001,Çorlu,Turkey,40.99N,27.69E
1881-06-01,19.012999999999998,1.1079999999999999,Çorlu,Turkey,40.99N,27.69E
1881-07-01,22.11,0.5539999999999999,Çorlu,Turkey,40.99N,27.69E
1881-08-01,23.237,0.377,Çorlu,Turkey,40.99N,27.69E
1881-09-01,19.417,1.117,Çorlu,Turkey,40.99N,27.69E
1881-10-01,14.15,0.993,Çorlu,Turkey,40.99N,27.69E
1881-11-01,8.147,0.9259999999999999,Çorlu,Turkey,40.99N,27.69E
1881-12-01,4.674999999999999,0.996,Çorlu,Turkey,40.99N,27.69E
1882-01-01,3.159,1.042,Çorlu,Turkey,40.99N,27.69E
1882-02-01,2.246,0.752,Çorlu,Turkey,40.99N,27.69E
1882-03-01,8.795,0.872,Çorlu,Turkey,40.99N,27.69E
1882-04-01,10.466,0.5820000000000001,Çorlu,Turkey,40.99N,27.69E
1882-05-01,15.507,0.721,Çorlu,Turkey,40.99N,27.69E
1882-06-01,18.75,0.47,Çorlu,Turkey,40.99N,27.69E
1882-07-01,23.625,1.006,Çorlu,Turkey,40.99N,27.69E
1882-08-01,21.964000000000002,1.117,Çorlu,Turkey,40.99N,27.69E
1882-09-01,20.289,1.024,Çorlu,Turkey,40.99N,27.69E
1882-10-01,13.760000000000002,0.67,Çorlu,Turkey,40.99N,27.69E
1882-11-01,10.924,0.998,Çorlu,Turkey,40.99N,27.69E
1882-12-01,7.132999999999999,0.644,Çorlu,Turkey,40.99N,27.69E
1883-01-01,2.614,0.574,Çorlu,Turkey,40.99N,27.69E
1883-02-01,2.178,1.143,Çorlu,Turkey,40.99N,27.69E
1883-03-01,5.303,0.71,Çorlu,Turkey,40.99N,27.69E
1883-04-01,9.525,0.654,Çorlu,Turkey,40.99N,27.69E
1883-05-01,16.166,0.9570000000000001,Çorlu,Turkey,40.99N,27.69E
1883-06-01,20.915000000000006,0.7070000000000001,Çorlu,Turkey,40.99N,27.69E
1883-07-01,23.5,0.63,Çorlu,Turkey,40.99N,27.69E
1883-08-01,23.026,0.782,Çorlu,Turkey,40.99N,27.69E
1883-09-01,20.685,0.96,Çorlu,Turkey,40.99N,27.69E
1883-10-01,15.831,1.1179999999999999,Çorlu,Turkey,40.99N,27.69E
