1.98701E+11,1987,1,31,,0,,96,Ireland,8,Western Europe,Dublin,Dublin,53.344104,-6.267494,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,Mary McGlinchey,96,Ireland,,,,,,,,,,,,,,,,,Irish National Liberation Army (INLA),,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,0,,,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,0,1,
1.98701E+11,1987,1,31,,0,,183,South Africa,11,Sub-Saharan Africa,Gauteng,Diepmeadow,-26.249031,27.944123,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,Town Councillor Senokoane,183,South Africa,,,,,,,,,,,,,,,,,African National Congress (South Africa),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,Attacked,0,0,0,6,0,0,1,,,,,0,,,,,,,0,,,,,,,,,,,,,UMD South Africa,0,0,0,0,
1.98702E+11,1987,2,1,,0,,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,31.766496,35.21172,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,99,Bus (excluding tourists),,Haifa Bus,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,9,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,1,,0,,153,Pakistan,6,South Asia,Islamabad Capital Territory,Islamabad,33.708988,73.053857,1,0,,,1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,106,Gas,,Gas Pipeline 15 mi from city,153,Pakistan,,,,,,,,,,,,,,,,,Pro-Kabul Provocateurs,,,,,,,1,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,,,,,,,,,,0,,,0,,,1,,,,"Damages: explosion/surn bomb, damaged gas pipeline, cutt off supplies",0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"198702010002, 198702010003"
1.98702E+11,1987,2,1,,0,,153,Pakistan,6,South Asia,Islamabad Capital Territory,Islamabad,33.708988,73.053857,1,0,,,1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,106,Gas,,Gas Pipeline 15 mi from city,153,Pakistan,,,,,,,,,,,,,,,,,Pro-Kabul Provocateurs,,,,,,,1,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,,,,,,,,,,0,,,0,,,1,,,,"Damages: explosion/surn bomb, damaged gas pipeline, cutt off supplies",0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"198702010003, 198702010002"
1.98702E+11,1987,2,1,,0,,153,Pakistan,6,South Asia,Balochistan,Qila Abdullah district,30.772527,66.679371,3,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,19,Transportation,100,Train/Train Tracks/Trolley,Railway Tracks,,153,Pakistan,,,,,,,,,,,,,,,,,Pro-Kabul Provocateurs,,,,,,,1,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,1,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,,Church and Supermarket and Radio Station,160,Philippines,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,7,Grenade,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,Grenades; Dynamite,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"198702010005, 198702010006, 198702010007"
1.98702E+11,1987,2,1,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,,Church and Supermarket and Radio Station,160,Philippines,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,7,Grenade,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,Grenades; Dynamite,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"198702010006, 198702010005, 198702010007"
1.98702E+11,1987,2,1,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,,Church and Supermarket and Radio Station,160,Philippines,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,7,Grenade,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,Grenades; Dynamite,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"198702010007, 198702010005, 198702010006"
1.98702E+11,1987,2,1,,0,,159,Peru,3,South America,Lima,Lima,-12.046378,-77.042791,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,APRA,Vincente Valdureso,159,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1,,,0,2,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98702E+11,1987,2,2,,0,,159,Peru,3,South America,Ayacucho,Ayacucho district,-14.31884,-74.378173,3,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",,Army,159,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,2,,0,,183,South Africa,11,Sub-Saharan Africa,Unknown,Bokomo,,,5,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",,SAP station,183,South Africa,,,,,,,,,,,,,,,,,African National Congress (South Africa),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,7,Grenade,,,,,,,,,,,,,Grenades,0,0,0,1,0,0,1,,,,,0,,,,,,,0,,,,,,,,,,,,,UMD South Africa,0,0,0,0,
1.98702E+11,1987,2,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisburn,54.510893,-6.042726,1,0,,,1,1,1,-9,,,0,0,0,9,Unknown,,,,,1,Business,7,Retail/Grocery/Bakery,,Hardware Store,233,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.98702E+11,1987,2,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,1,Business,8,Hotel/Resort,,Chinese - owned Hotel,44,China,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,6,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.98702E+11,1987,2,3,,0,,185,Spain,8,Western Europe,Basque Country,Barakaldo,43.297222,-2.991667,1,0,,,1,1,1,-9,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,Renalt,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb,0,0,,0,0,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,-9,-9,
1.98702E+11,1987,2,3,,0,,185,Spain,8,Western Europe,Basque Country,Bilbao,43.256963,-2.923441,1,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,1,Business,4,Multinational Corporation,(Sandoz),Swiss Pharmaceutical Corp,199,Switzerland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.98702E+11,1987,2,4,,0,,185,Spain,8,Western Europe,Galicia,Vigo,42.231356,-8.712447,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,3,Bank/Commerce,,Bank,,,,,,,,,,,,,,,,,,,Free Galician People's Guerrilla Army,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,-9,-9,-9,
1.98702E+11,1987,2,4,,0,,185,Spain,8,Western Europe,Galicia,Lugo,43.012087,-7.555851,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,3,Bank/Commerce,,Bank,,,,,,,,,,,,,,,,,,,Free Galician People's Guerrilla Army,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,-9,-9,-9,
1.98702E+11,1987,2,4,,0,,185,Spain,8,Western Europe,Galicia,Ourense,42.340009,-7.864641,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,3,Bank/Commerce,,Bank,,,,,,,,,,,,,,,,,,,Free Galician People's Guerrilla Army,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,-9,-9,-9,
1.98702E+11,1987,2,4,,0,,185,Spain,8,Western Europe,Galicia,Ferrol,43.488387,-8.222509,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,3,Bank/Commerce,,Bank,,,,,,,,,,,,,,,,,,,Free Galician People's Guerrilla Army,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,-9,-9,-9,
1.98702E+11,1987,2,4,,0,,185,Spain,8,Western Europe,Galicia,Santiago de Compostela,42.880447,-8.546303,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,3,Bank/Commerce,,Bank,,,,,,,,,,,,,,,,,,,Free Galician People's Guerrilla Army,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,-9,-9,-9,
1.98702E+11,1987,2,4,,0,,185,Spain,8,Western Europe,Galicia,A Coruna district,43.370873,-8.395835,3,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,3,Bank/Commerce,,Bank,,,,,,,,,,,,,,,,,,,Free Galician People's Guerrilla Army,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,-9,-9,-9,
1.98702E+11,1987,2,4,,0,,185,Spain,8,Western Europe,Galicia,Pontevedra,42.433619,-8.648053,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,3,Bank/Commerce,,Bank,,,,,,,,,,,,,,,,,,,Free Galician People's Guerrilla Army,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,-9,-9,-9,
1.98702E+11,1987,2,4,,0,,159,Peru,3,South America,Ayacucho,Ayacucho,-13.163874,-74.223564,1,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,21,Utilities,107,Electricity,Cobriza Huanta Ayacucho,Elec Pwr Lines,159,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,4,,0,,159,Peru,3,South America,Lima,Lima,-12.046378,-77.042791,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,,,Forces of Order,Imformers for the forces of order,159,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,7,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,4,,0,,159,Peru,3,South America,Ayacucho,Ayacucho,-13.163874,-74.223564,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,APRA Mayor,159,Peru,,,,,,,,,,,,,,,,,Terrorists,,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Bullets,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,4,,0,,159,Peru,3,South America,Unknown,Inti,,,5,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,"""Sanchez"" - entire family",159,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,7,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,5,,0,,183,South Africa,11,Sub-Saharan Africa,Western Cape,Cape Town,-33.925313,18.426329,1,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,2,Government (General),17,Head of State,,President Botha's Residence,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,1,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,5,,0,,183,South Africa,11,Sub-Saharan Africa,Western Cape,Cape Town,-33.925313,18.426329,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,99,Bus (excluding tourists),,Bus Shelter,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,8,Land Mine,,,,,,,,,,,,,Limpet mine,0,,,1,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,5,,0,,78,Greece,8,Western Europe,Attica,Athens,37.97918,23.716647,1,0,,,1,1,1,0,,,0,0,0,1,Assassination,,,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,,Greek Neurosurgeon,78,Greece,,,,,,,,,,,,,,,,,Marxists,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Gunfire,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,5,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Middletown,54.293235,-6.842351,1,0,,,1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,1,Assassination,,,,,17,Terrorists/Non-State Militia,93,Terrorist,Irish People's Liberation Organization,"Anthony McCluskey, 32, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Irish National Liberation Army (INLA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.98702E+11,1987,2,6,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.182125,67.000517,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,8,Hotel/Resort,,Quetta Hotel,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,27,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,6,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.182125,67.000517,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,1,Business,8,Hotel/Resort,,Quetta Hotel,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,27,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,7,,0,,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,4,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,,Village near Bhogpur,92,India,,,,,,,,,,,,,,,,,Terrorists,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,7,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,,,,Northern Luzon,160,Philippines,,,,,,,,,,,,,,,,,Filipino Communists,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,5,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98702E+11,1987,2,7,,0,,160,Philippines,5,Southeast Asia,Unknown,Cabatuan,,,5,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,29,Military Unit/Patrol/Convoy,,army convoy,160,Philippines,,,,,,,,,,,,,,,,,New People's Army (NPA),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,3,,,1,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98702E+11,1987,2,7,,0,,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888629,35.495479,1,0,,,0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68,Named Civilian,,Jack Sayqali,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,0,,,0,,,0,,,,,1,1,1,,,,Lebanon,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.98702E+11,1987,2,8,,0,,160,Philippines,5,Southeast Asia,Unknown,Unknown,,,5,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,72,Farmer,,farm bldgs,160,Philippines,,,,,,,,,,,,,,,,,Communists,Rebels,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,1,,,,"Damages: arson, damaged/destroyed 62 buildings (farms)",0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98702E+11,1987,2,8,,0,,186,Sri Lanka,6,South Asia,Western,Colombo,6.927079,79.861243,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,,Arantalaura,186,Sri Lanka,,,,,,,,,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,,,,0,,,0,,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,5,Firearms,5,Unknown Gun Type,,,,,,,,,Axes,28,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98702E+11,1987,2,8,,0,,186,Sri Lanka,6,South Asia,Western,Colombo,6.927079,79.861243,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,,Mahantollal Village,186,Sri Lanka,,,,,,,,,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,,,,0,,,0,,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,5,Firearms,5,Unknown Gun Type,,,,,,,,,Axes; Firearm,13,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98702E+11,1987,2,9,,0,,96,Ireland,8,Western Europe,Dublin,Dublin,53.344104,-6.267494,1,0,,,1,1,1,0,,,1,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,,,,Irish Election Company,96,Ireland,,,,,,,,,,,,,,,,,Ulster Freedom Fighters (UFF),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,0,1,"198702090001, 198702090002, 198702090003, 198702090004, 198702090005, 198702090006, 198702090007, 198702090008, 198702090009, 198702090010, 198702090011, 198702090012, 198702090013, 198702090014, 198702090015, 198702090016, 198702090017, 198702090018"
